city,timestamp,temperature,season,mov_av,mov_std,anomaly,season_city_mean,season_city_std
Beijing,2010-01-13,11.344413791116278,winter,-1.611591535457266,4.824981700441502,1,-1.9513371166355582,4.907935842515744
Beijing,2010-02-16,-14.031390690150891,winter,-0.5132786514485583,5.3316211237300175,1,-1.9513371166355582,4.907935842515744
Beijing,2010-04-08,29.07687098106416,spring,13.317661123589176,5.4301712011994745,1,13.18771726479467,5.091533936125352
Beijing,2010-04-11,2.223186644710413,spring,13.131169238899025,5.617488530184645,1,13.18771726479467,5.091533936125352
Beijing,2010-04-18,23.448574815629804,spring,13.252004266799823,5.582714649865276,1,13.18771726479467,5.091533936125352
Beijing,2010-05-14,25.672662843030682,spring,14.1787314634578,5.0483320272994305,1,13.18771726479467,5.091533936125352
Beijing,2010-06-16,38.552296373651856,summer,20.29189415836618,8.757250386419917,1,26.80606326492321,5.079494188560911
Beijing,2010-08-16,11.723410268402448,summer,26.77289508939923,5.405524904816935,1,26.80606326492321,5.079494188560911
Beijing,2010-08-17,39.318878491649656,summer,27.039721446582494,5.819155836296444,1,26.80606326492321,5.079494188560911
Beijing,2010-10-14,2.644690173151222,autumn,14.729939881178858,5.4300958989519,1,15.793106639501167,4.941332692127469
Beijing,2010-10-15,30.783458166132746,autumn,15.087388664680493,6.104168104145558,1,15.793106639501167,4.941332692127469
Beijing,2010-12-03,8.7599128350215,winter,15.587265861875872,5.926411260866513,1,-1.9513371166355582,4.907935842515744
Beijing,2010-12-16,9.84022796077721,winter,7.632515312818714,9.961010323392586,1,-1.9513371166355582,4.907935842515744
Beijing,2010-12-20,-13.379315950103493,winter,4.916153085299554,10.541808468577221,1,-1.9513371166355582,4.907935842515744
Beijing,2011-01-09,9.390543116927557,winter,-2.1791576711873963,5.242431094813367,1,-1.9513371166355582,4.907935842515744
Beijing,2011-05-01,25.939152488802495,spring,16.943456436837234,3.627781527106414,1,13.18771726479467,5.091533936125352
Beijing,2011-05-04,26.426526544179424,spring,16.735529902653035,4.244059942216812,1,13.18771726479467,5.091533936125352
Beijing,2011-05-09,26.056236544051437,spring,16.931618082615785,4.602076752965812,1,13.18771726479467,5.091533936125352
Beijing,2011-05-17,25.596663956218087,spring,16.80377558182592,5.142285435452402,1,13.18771726479467,5.091533936125352
Beijing,2011-06-09,37.71682991371209,summer,17.734160132364572,8.752267995398642,1,26.80606326492321,5.079494188560911
Beijing,2011-07-23,15.176359134524283,summer,26.942380622995977,5.222235722247776,1,26.80606326492321,5.079494188560911
Beijing,2011-08-02,15.133851335746801,summer,26.247242989610243,6.156394486600144,1,26.80606326492321,5.079494188560911
Beijing,2011-08-29,39.36879578556281,summer,25.931980512088533,5.162130118803858,1,26.80606326492321,5.079494188560911
Beijing,2011-10-12,4.177423150720811,autumn,15.902632458319163,5.2345253020128695,1,15.793106639501167,4.941332692127469
Beijing,2011-11-30,5.592814191166973,autumn,16.22908229491299,4.48361492672899,1,15.793106639501167,4.941332692127469
Beijing,2012-01-23,9.028913473740808,winter,-1.166208623926391,3.7926389007656898,1,-1.9513371166355582,4.907935842515744
Beijing,2012-02-05,8.975060145638745,winter,-0.30765845366243116,4.140063165625527,1,-1.9513371166355582,4.907935842515744
Beijing,2012-02-10,8.942906959957588,winter,0.11942685966132602,4.36657688683786,1,-1.9513371166355582,4.907935842515744
Beijing,2012-04-23,-0.14260570198978684,spring,11.850641244726924,4.989848254954518,1,13.18771726479467,5.091533936125352
Beijing,2012-05-01,24.625275079377932,spring,12.575882577670118,5.362725778737814,1,13.18771726479467,5.091533936125352
Beijing,2012-07-25,14.48695554696289,summer,27.768792285633545,5.436019716758317,1,26.80606326492321,5.079494188560911
Beijing,2012-07-31,40.21455241312152,summer,27.719129327837077,5.639211815053509,1,26.80606326492321,5.079494188560911
Beijing,2012-08-03,38.01107572341086,summer,28.35387604957601,5.6356049956006355,1,26.80606326492321,5.079494188560911
Beijing,2012-08-10,16.14437811221776,summer,27.769996817358845,6.443626629525224,1,26.80606326492321,5.079494188560911
